id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7804568,Rental unit in Bangkok · ★4.74 · Studio · 1 bed · 1 bath,37580317,Tib,,Phra Khanong,13.69139,100.61481,Entire home/apt,755,1,115,2023-03-02,1.22,7,175,4,
7809889,Home in Bangrak · 1 bedroom · 6 beds · 1 private bath,41115006,Bangkok Check Inn,,Bang Rak,13.7213,100.51434,Private room,2000,1,1,2016-07-02,0.01,6,365,0,
7631853,Condo in Bangkok · ★4.78 · 1 bedroom · 2 beds · 1 bath,10047160,Fai,,Suanluang,13.7372,100.64166,Entire home/apt,881,30,97,2020-03-20,1.01,5,365,0,
7810607,Condo in wattana · ★4.75 · 2 bedrooms · 2 beds · 2 baths,41119422,Topview,,Vadhana,13.72354,100.5807,Entire home/apt,4000,1,103,2018-05-31,1.10,1,365,0,
7821555,"Rental unit in Bangkok Yai, · 1 bedroom · 1 bed · 1 bath",41182432,Suragate,,Bangkok Yai,13.72992,100.47564,Private room,1162,1,0,,,1,0,0,
7639836,Rental unit in Bangkok · ★4.51 · 1 bedroom · 2 beds · 1 bath,2129668,Wimonpak,,Sathon,13.71341,100.51442,Entire home/apt,1100,365,74,2018-08-19,0.78,44,90,0,
8474983,Rental unit in Bangrak · ★4.43 · 1 bedroom · 1 bed · 1 bath,44630834,Ohm Jirarot,,Bang Rak,13.72517,100.53049,Entire home/apt,900,3,138,2023-05-26,1.49,4,46,20,
7826669,Hostel in Bangkok · ★4.86 · 1 bedroom · 1 bed · 8 shared baths,20801609,Effie,,Phra Nakhon,13.7474,100.4974,Private room,1000,1,111,2023-06-11,1.19,10,249,14,
7836335,Hostel in Bangkok · ★4.82 · 1 bedroom · 2 beds · 8 shared baths,20801609,Effie,,Phra Nakhon,13.74753,100.49741,Private room,1350,1,17,2023-06-20,0.19,10,347,7,
8476708,Condo in Thailand · 1 bedroom · 1 bed · 1 bath,44639666,Namon,,Chatu Chak,13.83109,100.56101,Private room,850,4,0,,,1,363,0,
8477107,Home in Bangkok · 1 bedroom · 2 beds · 1.5 baths,43422352,Bhusnisa,,Thung khru,13.60039,100.50275,Entire home/apt,1088,3,1,2019-12-06,0.02,2,329,0,
8176753,Condo in Bangkok · ★4.67 · 1 bedroom · 1 bed · 1 bath,32466453,Markus,,Khlong Toei,13.72683,100.57465,Entire home/apt,1671,4,128,2023-03-28,1.36,1,343,9,
8205765,Rental unit in Bangkok · ★4.78 · 1 bedroom · 1 bed · 1 bath,43270218,Precha,,Khlong Toei,13.73873,100.55583,Entire home/apt,1200,2,9,2020-01-03,0.10,1,0,0,
7836927,Rental unit in Bangkok · ★4.59 · 1 bedroom · 1 bed · 1 bath,14461657,Mind,,Khlong Toei,13.73486,100.55336,Entire home/apt,2000,2,45,2022-12-31,0.49,6,200,7,
8213175,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,43311138,Kamon,,Bang Kapi,13.77374,100.64109,Private room,890,2,0,,,1,0,0,
8214376,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,34249896,Chkart,,Vadhana,13.74085,100.58545,Private room,1500,15,0,,,1,0,0,
8215285,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,43321553,Kanchana S.,,Vadhana,13.73033,100.58151,Entire home/apt,1550,1,2,2016-11-03,0.02,1,299,0,
8480649,"Home in กรุงเทพมหานคร, กรุงเทพมหานคร, TH · 1 bedroom · 1 bed · 1 bath",44399116,Porsche,,Pra Wet,13.6978,100.65154,Private room,2995,1,0,,,1,365,0,
7846303,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,41346458,Yair,,Vadhana,13.72875,100.57519,Entire home/apt,3522,180,0,,,1,0,0,
8507929,Rental unit in Bangkok · ★4.92 · 1 bedroom · 2 beds · 1 bath,40262107,Patty,,Ratchathewi,13.75062,100.5315,Entire home/apt,1236,7,279,2023-06-27,3.02,39,26,18,
8509674,Townhouse in Bangkok · 3 bedrooms · 3 beds · 3 baths,29440147,Janejit,,Lat Phrao,13.80735,100.59718,Entire home/apt,3000,1,0,,,1,0,0,
8228104,Serviced apartment in Bangkok · 1 bedroom · 2 beds · 1 private bath,43389865,Annie,,Bang Sue,13.80412,100.53216,Private room,1429,1,0,,,3,146,0,
8228442,Condo in Bangkok · ★4.91 · 1 bedroom · 2 beds · 1 bath,15419517,Isavaret,,Parthum Wan,13.74823,100.52683,Entire home/apt,1338,25,58,2023-04-01,0.62,6,63,4,
8232526,Condo in Bangkok · ★4.32 · 1 bedroom · 1 bed · 1 bath,31015834,Natha,,Phra Khanong,13.70381,100.60633,Entire home/apt,1050,5,27,2021-11-13,0.29,31,333,0,
7846540,"Home in Ladyao, Chatuchak · ★5.0 · 1 bedroom · 1 bed · 2 baths",39526399,Khajornsak,,Chatu Chak,13.82001,100.54865,Private room,1445,1,5,2017-12-16,0.06,2,363,0,
8242967,Rental unit in Bangkok · ★4.74 · 1 bedroom · 2 beds · 1 bath,32455266,Amy,,Phaya Thai,13.79294,100.54962,Entire home/apt,916,15,88,2023-03-15,0.93,10,327,3,
7862379,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,30518876,Navavit,,Phra Khanong,13.69803,100.59604,Entire home/apt,1080,1,1,2018-01-01,0.01,6,365,0,
7862880,"Condo in Samsennai, Phayathai · ★4.75 · 1 bedroom · 1 bed · 1 bath",24996560,Pundh,,Phaya Thai,13.77546,100.54202,Entire home/apt,1299,1,167,2020-04-06,1.75,2,234,0,
8248114,Rental unit in Pathum wan · ★4.91 · 1 bedroom · 1 bed · 1 bath,43496768,Apiporn,,Parthum Wan,13.73877,100.54941,Entire home/apt,2000,5,97,2019-06-11,1.04,2,0,0,
8257348,Condo in กรุงเทพมหานคร  · 1 bedroom · 1 bed · 1 private bath,43546183,Pisansut,,Phra Khanong,13.68768,100.60804,Private room,1057,1,0,,,1,0,0,
7863978,Rental unit in Bangkok · ★4.33 · 1 bedroom · 1 bed · 1 bath,41115006,Bangkok Check Inn,,Bang Rak,13.7214,100.51476,Private room,990,1,3,2017-06-26,0.03,6,365,0,
7864274,Condo in Makkasan · ★4.71 · 1 bedroom · 1 bed · 1 bath,11695903,Dan,,Ratchathewi,13.75086,100.5555,Entire home/apt,1076,7,82,2023-06-08,0.86,4,156,1,
8514525,Rental unit in Thailand · ★4.40 · 1 bedroom · 1 bed · 1 private bath,42594121,Gift,,Pra Wet,13.69077,100.64038,Private room,990,1,5,2022-12-07,0.06,28,365,1,
7876617,Aparthotel in กรุงเทพมหานคร  Bangkok  · ★4.50 · 1 bedroom · 1 bed · 1 private bath,4154759,Mimi,,Sathon,13.71674,100.53322,Private room,1550,1,10,2023-04-18,0.11,4,363,4,
8257392,Condo in Bangkok · ★4.77 · 1 bedroom · 1 bed · 1 bath,43467430,Serene,,Vadhana,13.73136,100.58133,Entire home/apt,1162,1,114,2023-05-29,1.23,2,177,12,
7876696,Rental unit in กรุงเทพมหานคร · 1 bedroom · 3 beds · 1 private bath,41115006,Bangkok Check Inn,,Bang Rak,13.71914,100.51479,Private room,1380,1,0,,,6,365,0,
7876711,Rental unit in กรุงเทพมหานคร · 1 bedroom · 1 bed · 1 bath,40650777,Knoon,,Vadhana,13.732,100.58788,Private room,2628,2,0,,,1,365,0,
8258847,Condo in Bangkok · ★4.83 · 1 bedroom · 1 bed · 1 bath,12984179,Wilawan,,Bang Sue,13.8012,100.51919,Entire home/apt,750,1,6,2017-11-20,0.06,1,55,0,
7880582,Condo in Bangkok · ★4.89 · 1 bedroom · 1 bed · 1 bath,30559832,Jack,,Sathon,13.71912,100.53326,Entire home/apt,1386,20,188,2018-10-31,1.97,3,132,0,
7886584,Condo in Bangkok · ★4.85 · 1 bedroom · 1 bed · 1 bath,41576958,Kittikhun,,Chom Thong,13.71353,100.46395,Entire home/apt,350,58,13,2023-04-30,0.14,1,27,3,
8261747,Rental unit in Phra Khanong · ★4.81 · 1 bedroom · 1 bed · 1 bath,11391223,Vasu,,Phra Khanong,13.69722,100.60772,Entire home/apt,650,30,109,2023-05-15,1.16,4,146,3,
7887684,Condo in Bangkok · ★4.97 · 1 bedroom · 1 bed · 1 bath,41433300,Saowaluck,,Suanluang,13.71252,100.63477,Entire home/apt,699,30,196,2020-03-18,2.21,2,156,0,
8265901,Rental unit in Bangkok · ★4.60 · 1 bedroom · 1 bed · 1 private bath,21267828,Patr,,Suanluang,13.72167,100.61739,Private room,1500,7,31,2018-08-25,0.33,1,0,0,
8525403,Rental unit in Bangkok · ★4.76 · 1 bedroom · 1 bed · 1 bath,43467430,Serene,,Khlong Toei,13.73715,100.55157,Entire home/apt,1182,21,33,2023-04-21,0.36,2,89,2,
7887692,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,41578204,Piraya,,Huai Khwang,13.7671,100.58678,Private room,1000,10,2,2016-05-12,0.02,2,55,0,
8526022,Rental unit in Thailand · 1 bedroom · 1 bed · 1 bath,44891839,42place,,Pra Wet,13.69202,100.63984,Private room,879,1,0,,,1,0,0,
8277242,Rental unit in Bangkok · ★3.33 · 1 bedroom · 1 bed · 1 bath,491814,Ubolrussamee,,Lat Krabang,13.7196,100.71633,Private room,450,1,4,2018-02-12,0.06,1,0,0,
7890585,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,41598768,Sujida,,Chatu Chak,13.80477,100.57517,Entire home/apt,1500,1,0,,,1,0,0,
8287542,Rental unit in บางกะปิ · 1 bedroom · 1 bed · 1 bath,40193559,Fay,,Bang Kapi,13.76549,100.64632,Private room,900,3,0,,,1,84,0,
8526852,Rental unit in Bangkok · ★4.86 · 1 bedroom · 2 beds · 1 bath,40262107,Patty,,Khlong Toei,13.72483,100.57525,Entire home/apt,1300,15,200,2021-03-12,2.17,39,34,0,
7890624,Rental unit in Khlong Tan · 1 bedroom · 1 bed · 1 bath,41445233,Worakit,,Vadhana,13.73636,100.585,Entire home/apt,2516,180,0,,,1,0,0,
8526904,Condo in Bangkok · ★4.67 · 1 bedroom · 1 bed · 1 bath,15270186,Gee,,Parthum Wan,13.74308,100.54165,Entire home/apt,2586,1,21,2023-05-29,0.23,5,352,18,
8294848,Rental unit in Bangkok · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,43736728,Nicole,,Vadhana,13.72941,100.57292,Entire home/apt,3200,21,9,2019-08-31,0.10,1,88,0,
8296785,Rental unit in Bangkok · ★4.75 · 2 bedrooms · 4 beds · 2 baths,39878043,Yimmy,,Vadhana,13.74803,100.55735,Entire home/apt,1731,3,156,2023-06-17,1.65,5,121,40,
7938199,Rental unit in Bangrak · 1 bedroom · 6 beds · 1 shared bath,41115006,Bangkok Check Inn,,Bang Rak,13.72143,100.51454,Shared room,550,1,0,,,6,170,0,
7963242,Condo in Bangkok · ★4.81 · 1 bedroom · 2 beds · 1 bath,42010368,Wipada,,Phra Khanong,13.69144,100.61092,Entire home/apt,600,1,79,2023-05-14,0.85,2,314,24,
8305382,Condo in Bangkok · ★4.89 · 1 bedroom · 1 bed · 1 private bath,32455847,Koranat,,Huai Khwang,13.74456,100.58733,Private room,760,14,19,2023-04-21,0.45,1,237,16,
8319326,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,43743985,James,,Bang Sue,13.83735,100.5379,Private room,2000,30,0,,,4,0,0,
8319927,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,43743985,James,,Bang Phlat,13.77997,100.48702,Private room,450,30,1,2017-09-28,0.01,4,0,0,
8320475,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,43743985,James,,Bang Sue,13.81967,100.53385,Private room,565,30,0,,,4,0,0,
8328967,Home in Bangkok · 1 bedroom · 1 bed · 1 bath,43907743,Juan,,Vadhana,13.73139,100.59378,Private room,1800,1,0,,,1,365,0,
8528401,Rental unit in Bangkok · ★4.90 · 1 bedroom · 1 bed · 1 bath,34705309,Korraphat,,Phaya Thai,13.79398,100.55327,Private room,1564,360,32,2019-02-05,0.35,1,0,0,
8530277,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,27076746,Ferinn,,Bang Kapi,13.74627,100.60572,Private room,1250,1,1,2017-09-16,0.01,3,0,0,
8543896,Condo in Bangkok · ★4.75 · 1 bedroom · 2 beds · 1 private bath,12863564,Bee,,Bang Rak,13.72573,100.53048,Private room,1690,2,4,2019-03-28,0.05,4,269,0,
8549809,Condo in Sukhumvit · ★4.76 · 1 bedroom · 1 bed · 1 bath,29631121,.● Bm,,Bang Na,13.68062,100.61044,Entire home/apt,1078,3,152,2023-06-05,1.62,1,122,32,
8571342,Rental unit in Bangkok · ★4.57 · 1 bedroom · 1 bed · 2 baths,30970765,Isara,,Wang Thong Lang,13.78683,100.61674,Entire home/apt,700,1,7,2019-07-13,0.09,2,365,0,
7974349,Boutique hotel in Bangkok · ★4.61 · 1 bedroom · 1 bed · 1 bath,42085763,Casa Nithra,,Phra Nakhon,13.76546,100.50009,Private room,2614,1,18,2023-06-09,0.19,10,354,8,
8581725,Condo in Bangkok · ★5.0 · 1 bedroom · 1 bed · 1 bath,44132895,Wanni,,Suanluang,13.737806,100.643311,Entire home/apt,1585,2,3,2022-05-20,0.05,1,0,0,
8583394,Hostel in Bangkok · ★4.50 · 1 bedroom · 2 beds · 8 shared baths,20801609,Effie,,Phra Nakhon,13.74744,100.49744,Private room,1166,1,4,2023-01-16,0.06,10,365,2,
8583753,Hostel in Bangkok · ★4.81 · 1 bedroom · 2 beds · 8 shared baths,20801609,Effie,,Phra Nakhon,13.74748,100.49744,Private room,800,1,80,2023-06-05,0.85,10,331,32,
8332275,Rental unit in Bangkok · ★4.62 · 1 bedroom · 1 bed · 1 bath,43924136,Bo-Ther & Paa Maa,,Sathon,13.723174339991441,100.54547023655917,Entire home/apt,1200,1,118,2023-05-16,1.25,2,322,11,
8334188,Rental unit in Bangkok · ★4.70 · 1 bedroom · 1 bed · 1 bath,43924136,Bo-Ther & Paa Maa,,Sathon,13.723174339991441,100.54547023655917,Entire home/apt,1400,1,30,2023-02-07,0.32,2,358,11,
8345117,Bed and breakfast in Bangkok · 1 bedroom · 2 beds · 1 private bath,11138134,Thanwarat,,Sathon,13.71743,100.51493,Private room,2500,1,1,2023-01-12,0.18,4,365,1,
7974518,Guest suite in Bangkok · 1 bedroom · 1 bed · 1 private bath,22395307,Marc,,Vadhana,13.7324,100.5784,Private room,990,2,1,2016-01-02,0.01,1,0,0,
8356067,Condo in Bangkok · 1 bedroom · 1 bed · 1 private bath,42878037,Kook,,Phra Khanong,13.6854,100.60581,Private room,829,3,0,,,1,0,0,
8356897,Rental unit in Thailand · 1 bedroom · 1 bed · 1 shared bath,42594121,Gift,,Pra Wet,13.68969,100.64152,Private room,984,1,0,,,28,365,0,
8594331,Condo in Wattana · ★4.40 · 1 bedroom · 1 bed · 1.5 baths,45229361,Zoran,,Vadhana,13.73978,100.55841,Entire home/apt,1500,28,15,2022-12-22,0.17,1,305,2,
7989237,Rental unit in Bangkok · ★4.72 · Studio · 1 bed · 1 bath,30887444,Annie,,Chatu Chak,13.80108,100.57341,Entire home/apt,900,2,36,2023-04-14,0.38,4,363,8,
8596532,Home in Bangkok · 1 bedroom · 1 bed · 1 bath,32872298,Pichaya,,Khlong Sam Wa,13.84374,100.72965,Entire home/apt,1500,1,0,,,1,0,0,
8616187,Condo in Bangkok · ★4.86 · 1 bedroom · 1 bed · 1 bath,13020066,Ome,,Khlong Toei,13.72572,100.57418,Entire home/apt,1726,3,168,2023-06-04,1.79,3,360,20,
7989359,Rental unit in Bangkok · ★4.53 · Studio · 1 bed · 1 bath,30887444,Annie,,Chatu Chak,13.80383,100.57337,Entire home/apt,900,3,34,2023-03-05,0.36,4,363,6,
8358775,Condo in Khet Watthana · 1 bedroom · 1 bed · 1 private bath,44058615,Darin,,Vadhana,13.71718,100.591774,Private room,1000,1,0,,,1,0,0,
7990063,Condo in Bangkok · ★4.89 · 1 bedroom · 1 bed · 1 bath,32907902,Ard,,Chatu Chak,13.80119,100.57434,Entire home/apt,930,1,108,2023-06-04,1.29,2,76,1,
8373168,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,44132222,Eakapon,,Huai Khwang,13.77829,100.58449,Entire home/apt,1800,1,0,,,1,365,0,
8616643,Condo in Bangkok · ★4.67 · 2 bedrooms · 2 beds · 1 bath,45326725,Eric,,Phasi Charoen,13.7085,100.4511,Entire home/apt,1381,3,122,2023-06-11,1.37,1,321,10,
7990862,Rental unit in Bangkok · ★4.89 · 1 bedroom · 1 bed · 1 bath,28274853,Henry And Benjamin,,Khlong San,13.72225,100.51151,Entire home/apt,1152,30,18,2023-01-01,0.19,1,196,1,
8627406,Rental unit in Bangkok · ★4.71 · 2 bedrooms · 2 beds · 2 baths,45374552,Pashmina,,Vadhana,13.72375,100.58391,Entire home/apt,2289,30,8,2023-01-01,0.09,3,360,1,
8637376,Serviced apartment in Bangkok · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,45414241,Banthueng,,Vadhana,13.7404,100.56129,Entire home/apt,4120,1,83,2023-06-22,0.90,7,85,21,
8005569,Rental unit in Bangkok · ★4.82 · Studio · 1 bed · 2 baths,38333554,Supaporn,,Thon buri,13.71748,100.48459,Entire home/apt,850,20,17,2021-12-06,0.18,1,0,0,
8637714,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,45415512,Pim,,Khlong Toei,13.72609,100.57417,Entire home/apt,2000,90,0,,,1,0,0,
8373781,Rental unit in Bangkok · ★4.41 · Studio · 1 bed · 1 bath,30887444,Annie,,Chatu Chak,13.803696632385254,100.57331085205078,Entire home/apt,900,2,22,2017-03-18,0.24,4,364,0,
8037418,Rental unit in Bangkok · ★4.40 · 1 bedroom · 1 bed · 1 private bath,41681403,Arunee,,Phra Khanong,13.68679,100.63636,Private room,699,2,64,2023-02-26,0.68,1,351,4,
8374809,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,44138386,Prauk,,Bang Kapi,13.74793,100.60581,Private room,700,7,1,2015-11-09,0.01,1,0,0,
8054683,Home in Bangkok · ★4.26 · 1 bedroom · 1 bed · 1 private bath,42540886,Chonnikarn,,Khlong San,13.72304,100.4998,Private room,450,30,19,2017-05-04,0.20,4,331,0,
8642417,Rental unit in DonMueang · ★4.57 · 1 bedroom · 1 bed · 1 private bath,45434137,Thanyarat,,Don Mueang,13.9246,100.5994,Private room,1170,1,141,2023-04-28,1.50,1,0,2,
8055144,Rental unit in Bangkok · 1 bedroom · 2 beds · 2 baths,42521288,Nantida,,Vadhana,13.74126,100.55761,Private room,5000,3,0,,,1,365,0,
8647630,Rental unit in Bangkok · ★4.70 · Studio · 1 bed · 1 bath,37580317,Tib,,Phra Khanong,13.69142,100.61325,Entire home/apt,755,1,47,2023-05-05,0.51,7,180,11,
8375055,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,43240218,Fon,,Vadhana,13.74169,100.55453,Entire home/apt,2000,30,0,,,1,0,0,
8064765,Rental unit in Bangkok · ★4.50 · 1 bedroom · 4 beds · 1 bath,42596794,Jon Åsmund,,Suanluang,13.71614,100.60814,Entire home/apt,981,5,4,2023-04-24,0.07,1,363,2,
8375136,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,44129752,Coral Grand Place Bangkok,,Chatu Chak,13.8261,100.56011,Private room,1200,1,0,,,2,0,0,
8653574,Condo in Bangrak · ★4.80 · 3 bedrooms · 5 beds · 2.5 baths,13282564,Inthanom,,Bang Rak,13.72438,100.53159,Entire home/apt,4498,1,260,2023-06-14,3.39,6,152,57,
8654051,Serviced apartment in Bangrak · ★4.82 · 3 bedrooms · 5 beds · 2.5 baths,13282564,Inthanom,,Bang Rak,13.7253,100.5295,Entire home/apt,4744,1,268,2023-06-20,3.40,6,87,41,
8065745,Condo in Bangkok · ★4.82 · 1 bedroom · 1 bed · 1 bath,42597040,Boonrat,,Vadhana,13.7401,100.56463,Entire home/apt,1127,3,66,2023-06-22,0.70,1,267,17,
8392375,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,44129752,Coral Grand Place Bangkok,,Chatu Chak,13.82657,100.56041,Private room,1000,1,1,2015-11-23,0.01,2,0,0,
8065953,Rental unit in Bangkok · ★4.69 · 1 bedroom · 2 beds · 1 bath,21858329,Kay,,Suanluang,13.70854,100.6254,Entire home/apt,911,18,37,2018-04-20,0.40,1,172,0,
8393348,Rental unit in Bangkok · ★3.43 · 1 bedroom · 1 bed · 1.5 baths,44226491,Vinita,,Ratchathewi,13.75228,100.52761,Private room,835,1,7,2023-04-05,0.36,3,107,1,
8673855,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,22229703,Auttawit,,Din Daeng,13.78303,100.57231,Private room,1500,1,0,,,1,0,0,
8076747,Loft in กรุงเทพมหานคร · Studio · 1 bed · 1 bath,42650735,Kanvarathit,,Huai Khwang,13.75237,100.57475,Entire home/apt,990,30,0,,,1,364,0,
8412169,Condo in Bangkok · ★4.46 · 1 bedroom · 1 bed · 1.5 baths,24891004,Nae,,Huai Khwang,13.76565,100.57976,Entire home/apt,1000,3,13,2023-04-07,0.20,1,356,3,
8081289,Rental unit in ding daeng · 1 bedroom · 1 bed · 1 bath,7341593,Titi,,Ratchathewi,13.75491,100.56204,Entire home/apt,675,90,0,,,1,0,0,
8412368,Townhouse in Bangkok · ★4.55 · 1 bedroom · 1 bed · 4 shared baths,40776965,My Friends House,,Din Daeng,13.76106,100.56487,Private room,365,1,33,2023-03-02,0.36,3,0,6,
8676182,Condo in Bangkok · Studio · 1 bed · 1 bath,42456185,Stephanie,,Bang Sue,13.83124,100.53376,Entire home/apt,650,3,0,,,1,362,0,
8676857,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,7508205,Nicece,,Parthum Wan,13.73674,100.55106,Entire home/apt,1693,7,1,2019-01-22,0.02,1,365,0,
8875113,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 private bath,46448285,อภิสรา,,Thon buri,13.70638,100.49298,Private room,1500,31,0,,,1,302,0,
8679433,Condo in Bangkok · Studio · 1 bed · 1 bath,24330919,Pichamon,,Vadhana,13.74236,100.58826,Entire home/apt,1500,1,0,,,1,0,0,
8427136,Townhouse in Bangkok · ★4.64 · 1 bedroom · 1 bed · 4 shared baths,40776965,My Friends House,,Din Daeng,13.7611,100.56486,Private room,380,1,37,2022-09-01,0.41,3,0,5,
8880974,Rental unit in Huai khwang · ★4.82 · 1 bedroom · 3 beds · 1 bath,30803267,Yasmine,,Huai Khwang,13.75995,100.56936,Entire home/apt,1000000,100,45,2016-09-05,0.48,4,338,0,
8427141,Townhouse in Bangkok · ★4.41 · 1 bedroom · 1 bed · 4 shared baths,40776965,My Friends House,,Din Daeng,13.76114,100.5649,Private room,365,1,27,2022-08-30,0.30,3,0,6,
8683600,Condo in Bangkok · ★4.40 · 1 bedroom · 1 bed · 1 bath,45598501,Jazz,,Khlong Toei,13.71415,100.59173,Entire home/apt,1530,30,10,2018-03-06,0.12,1,178,0,
8892819,Condo in Thailand · ★5.0 · 2 bedrooms · 2 beds · 1 bath,33972600,Thussaney,,Chom Thong,13.71245,100.46745,Entire home/apt,1500,180,6,2016-02-08,0.06,1,0,0,
8690770,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,29493816,Cheewarat,,Ratchathewi,13.75286,100.53801,Private room,1499,7,0,,,5,0,0,
8428840,Condo in Bangkok · ★4.92 · 1 bedroom · 1 bed · 1 bath,262157474,Reiz,,Phaya Thai,13.78313,100.54311,Entire home/apt,1683,10,24,2022-10-21,0.26,1,327,5,
8910893,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 private bath,46605329,Nontaphom,,Phra Nakhon,13.75704,100.50069,Private room,900,1,0,,,2,0,0,
8429002,Rental unit in นางเลิ้ง Thailand · ★4.35 · 1 bedroom · 2 beds · 1 bath,44390542,Promboon,,Pom Prap Sattru Phai,13.75809,100.51213,Entire home/apt,700,1,20,2023-06-05,0.38,1,206,5,
8697039,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,45659347,Nuttachart,,Khlong Toei,13.7124,100.59415,Entire home/apt,880,180,0,,,1,0,0,
8931548,Condo in Bangkok · ★4.91 · 1 bedroom · 2 beds · 1 bath,15419517,Isavaret,,Parthum Wan,13.74874,100.52811,Entire home/apt,1338,25,53,2023-05-12,0.57,6,70,6,
8430430,Place to stay in Bangkok · 1 bedroom · 1 bed · 1 bath,44395793,Hob,,Khlong Toei,13.72844,100.57215,Private room,1000,1,0,,,1,0,0,
8932989,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,42594121,Gift,,Bang Rak,13.72529,100.53144,Private room,1057,30,0,,,28,90,0,
8431617,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,14441872,Plaa,,Bang Na,13.68282,100.61409,Private room,1200,1,0,,,1,365,0,
8697877,Condo in กรุงเทพมหานคร · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,41539139,Usanee,,Vadhana,13.71788,100.58966,Private room,1021,28,22,2023-05-25,0.24,1,361,1,
8934699,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,42594121,Gift,,Bang Rak,13.72601,100.53319,Private room,1057,30,0,,,28,365,0,
8703776,Condo in Bangkok · ★4.75 · 3 bedrooms · 4 beds · 2.5 baths,39744308,Ed,,Bang Rak,13.7248,100.53024,Entire home/apt,3803,1,173,2023-06-11,1.87,12,316,19,
8433088,Boutique hotel in บางกะปิ · 10 bedrooms · 4 beds · 1 shared bath,2568669,Issara,,Bang Kapi,13.769,100.6346,Private room,850,1,2,2019-04-08,0.03,1,365,0,
8941130,Condo in Bangkok · ★4.79 · 1 bedroom · 2 beds · 1 bath,46738170,Thatchakorn,,Chom Thong,13.71473,100.46732,Private room,550,30,33,2023-02-01,0.38,1,268,4,
8440174,Rental unit in กรุงเทพมหานคร · ★5.0 · 1 bedroom · 1 bed · 1 bath,44438467,Nipaporn,,Huai Khwang,13.75302,100.57523,Entire home/apt,1520,365,9,2016-02-15,0.10,1,0,0,
8944285,Rental unit in Bangkok · ★4.67 · 3 bedrooms · 3 beds · 2 baths,52144521,Sawarot,,Vadhana,13.74273,100.57293,Entire home/apt,3800,1,12,2016-06-02,0.13,1,72,0,
8446229,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,44469395,Nattapong,,Sathon,13.70636,100.53361,Entire home/apt,2200,1,1,2016-01-02,0.01,1,365,0,
8715509,Condo in Bangkok · ★4.78 · 2 bedrooms · 2 beds · 2 baths,45746267,Julin,,Bang Na,13.67302,100.60544,Entire home/apt,1690,7,45,2020-11-12,0.57,1,0,0,
8722091,Rental unit in Samsen Nok · ★4.81 · 1 bedroom · 1 bed · 1 bath,12786663,Mew,,Huai Khwang,13.79767,100.57644,Entire home/apt,1000,4,52,2023-03-06,0.65,1,109,4,
8731520,Condo in Bangkok · ★4.67 · 1 bedroom · 1 bed · 1 bath,45734786,Neil And Yui,,Phasi Charoen,13.71316,100.44978,Entire home/apt,590,7,60,2023-05-28,0.64,1,324,7,
8956915,Rental unit in Bangkok · ★4.18 · 1 bedroom · 1 bed · 1 private bath,46813668,Sathit,,Bang Kapi,13.7724,100.6335,Private room,705,1,34,2018-08-20,0.37,2,365,0,
8450835,Rental unit in Bang Kapi · 2 bedrooms · 2 beds · 1 bath,44487739,Manosith,,Huai Khwang,13.74336,100.59154,Entire home/apt,3486,1,1,2016-04-20,0.01,1,0,0,
8957682,Cottage in Bangkok · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,26397198,Suttinee,,Lat Krabang,13.72177,100.72526,Entire home/apt,898,1,100,2023-06-11,1.15,4,349,40,
