travelCode,userCode,name,place,days,price,total,date
30204,288,Hotel AU,Recife (PE),2,312.83,625.66,09/10/2020
30206,288,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/24/2020
30215,288,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/26/2020
30219,288,Hotel A,Florianopolis (SC),1,313.02,313.02,12/24/2020
30221,288,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/07/2021
30224,288,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/28/2021
30232,288,Hotel Z,Aracaju (SE),2,208.04,416.08,03/25/2021
30233,288,Hotel A,Florianopolis (SC),2,313.02,626.04,04/01/2021
30237,288,Hotel A,Florianopolis (SC),3,313.02,939.06,04/29/2021
30239,288,Hotel BD,Natal (RN),4,242.88,971.52,05/13/2021
30240,288,Hotel K,Salvador (BH),3,263.41,790.23,05/20/2021
30242,288,Hotel AU,Recife (PE),1,312.83,312.83,06/03/2021
30243,288,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/10/2021
30244,288,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/17/2021
30245,288,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/24/2021
30254,288,Hotel A,Florianopolis (SC),2,313.02,626.04,08/26/2021
30257,288,Hotel K,Salvador (BH),3,263.41,790.23,09/16/2021
30259,288,Hotel K,Salvador (BH),3,263.41,790.23,09/30/2021
30263,288,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/28/2021
30270,288,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/16/2021
30274,288,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/13/2022
30275,288,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/20/2022
30278,289,Hotel A,Florianopolis (SC),2,313.02,626.04,10/10/2019
30279,289,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/17/2019
30280,289,Hotel AU,Recife (PE),1,312.83,312.83,10/24/2019
30282,289,Hotel BP,Brasilia (DF),1,247.62,247.62,11/07/2019
30286,289,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/05/2019
30293,289,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/23/2020
30295,289,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/06/2020
30296,289,Hotel AU,Recife (PE),1,312.83,312.83,02/13/2020
30297,289,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/20/2020
30312,289,Hotel Z,Aracaju (SE),1,208.04,208.04,06/04/2020
30320,289,Hotel K,Salvador (BH),1,263.41,263.41,07/30/2020
30325,289,Hotel BD,Natal (RN),1,242.88,242.88,09/03/2020
30326,289,Hotel AF,Sao Paulo (SP),1,139.1,139.1,09/10/2020
30328,289,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/24/2020
30330,289,Hotel Z,Aracaju (SE),4,208.04,832.16,10/08/2020
30331,289,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/15/2020
30332,289,Hotel BD,Natal (RN),4,242.88,971.52,10/22/2020
30336,289,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/19/2020
30340,289,Hotel BP,Brasilia (DF),1,247.62,247.62,12/17/2020
30341,289,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/24/2020
30344,289,Hotel BD,Natal (RN),4,242.88,971.52,01/14/2021
30350,289,Hotel Z,Aracaju (SE),3,208.04,624.12,02/25/2021
30351,289,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/04/2021
30353,289,Hotel BP,Brasilia (DF),1,247.62,247.62,03/18/2021
30356,289,Hotel BP,Brasilia (DF),1,247.62,247.62,04/08/2021
30364,289,Hotel AU,Recife (PE),1,312.83,312.83,06/03/2021
30365,289,Hotel K,Salvador (BH),3,263.41,790.23,06/10/2021
30368,289,Hotel Z,Aracaju (SE),2,208.04,416.08,07/01/2021
30369,289,Hotel BD,Natal (RN),4,242.88,971.52,07/08/2021
30378,289,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/09/2021
30380,289,Hotel BD,Natal (RN),2,242.88,485.76,09/23/2021
30382,289,Hotel Z,Aracaju (SE),1,208.04,208.04,10/07/2021
30387,289,Hotel A,Florianopolis (SC),3,313.02,939.06,11/11/2021
30388,289,Hotel K,Salvador (BH),2,263.41,526.82,11/18/2021
30390,289,Hotel AU,Recife (PE),1,312.83,312.83,12/02/2021
30393,289,Hotel Z,Aracaju (SE),1,208.04,208.04,12/23/2021
30394,289,Hotel Z,Aracaju (SE),2,208.04,416.08,12/30/2021
30408,289,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/07/2022
30413,289,Hotel BP,Brasilia (DF),4,247.62,990.48,05/12/2022
30416,290,Hotel A,Florianopolis (SC),1,313.02,313.02,09/26/2019
30426,290,Hotel A,Florianopolis (SC),2,313.02,626.04,12/05/2019
30427,290,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/12/2019
30428,290,Hotel BP,Brasilia (DF),4,247.62,990.48,12/19/2019
30432,290,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/16/2020
30434,290,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/30/2020
30438,290,Hotel AU,Recife (PE),3,312.83,938.49,02/27/2020
30439,290,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/05/2020
30444,290,Hotel Z,Aracaju (SE),2,208.04,416.08,04/09/2020
30465,290,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020
30468,290,Hotel BD,Natal (RN),4,242.88,971.52,09/24/2020
30469,290,Hotel BD,Natal (RN),2,242.88,485.76,10/01/2020
30471,290,Hotel AU,Recife (PE),3,312.83,938.49,10/15/2020
30481,290,Hotel Z,Aracaju (SE),2,208.04,416.08,12/24/2020
30484,290,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/14/2021
30489,290,Hotel BD,Natal (RN),1,242.88,242.88,02/18/2021
30494,290,Hotel Z,Aracaju (SE),1,208.04,208.04,03/25/2021
30496,290,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/08/2021
30502,290,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/20/2021
30503,290,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/27/2021
30506,290,Hotel BD,Natal (RN),1,242.88,242.88,06/17/2021
30507,290,Hotel Z,Aracaju (SE),3,208.04,624.12,06/24/2021
30512,290,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/29/2021
30513,290,Hotel BP,Brasilia (DF),3,247.62,742.86,08/05/2021
30518,290,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/09/2021
30521,290,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/30/2021
30525,290,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/28/2021
30527,290,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/11/2021
30528,290,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/18/2021
30530,290,Hotel K,Salvador (BH),3,263.41,790.23,12/02/2021
30534,290,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/30/2021
30538,290,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/27/2022
30540,290,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/10/2022
30542,290,Hotel BD,Natal (RN),1,242.88,242.88,02/24/2022
30546,290,Hotel BD,Natal (RN),1,242.88,242.88,03/24/2022
30547,290,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/31/2022
30550,290,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/21/2022
30554,290,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/19/2022
30555,290,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/26/2022
30564,290,Hotel K,Salvador (BH),2,263.41,526.82,07/28/2022
30574,290,Hotel BD,Natal (RN),3,242.88,728.64,10/06/2022
30578,290,Hotel BP,Brasilia (DF),1,247.62,247.62,11/03/2022
30584,290,Hotel AU,Recife (PE),3,312.83,938.49,12/15/2022
30587,290,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/05/2023
30590,290,Hotel BD,Natal (RN),4,242.88,971.52,01/26/2023
30595,290,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/02/2023
30597,291,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/26/2019
30598,291,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/03/2019
30600,291,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/17/2019
30613,291,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/16/2020
30617,291,Hotel A,Florianopolis (SC),1,313.02,313.02,02/13/2020
30619,291,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/27/2020
30621,291,Hotel A,Florianopolis (SC),1,313.02,313.02,03/12/2020
30623,291,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/26/2020
30625,291,Hotel BD,Natal (RN),3,242.88,728.64,04/09/2020
30630,291,Hotel BD,Natal (RN),3,242.88,728.64,05/14/2020
30633,291,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/04/2020
30638,291,Hotel AU,Recife (PE),3,312.83,938.49,07/09/2020
30644,291,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/20/2020
30654,291,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/29/2020
30657,291,Hotel A,Florianopolis (SC),1,313.02,313.02,11/19/2020
30668,292,Hotel K,Salvador (BH),4,263.41,1053.64,11/21/2019
30669,292,Hotel A,Florianopolis (SC),2,313.02,626.04,11/28/2019
30670,292,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/05/2019
30671,292,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/12/2019
30673,292,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/26/2019
30675,292,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/09/2020
30677,292,Hotel BP,Brasilia (DF),3,247.62,742.86,01/23/2020
30678,292,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/30/2020
30679,292,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/06/2020
30680,292,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/13/2020
30683,292,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/05/2020
30684,292,Hotel Z,Aracaju (SE),4,208.04,832.16,03/12/2020
30689,292,Hotel AU,Recife (PE),4,312.83,1251.32,04/16/2020
30690,292,Hotel K,Salvador (BH),4,263.41,1053.64,04/23/2020
30691,292,Hotel BD,Natal (RN),3,242.88,728.64,04/30/2020
30697,292,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/11/2020
30698,292,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/18/2020
30700,292,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/02/2020
30703,292,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/23/2020
30707,292,Hotel K,Salvador (BH),4,263.41,1053.64,08/20/2020
30709,292,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/03/2020
30719,292,Hotel K,Salvador (BH),2,263.41,526.82,11/12/2020
30720,292,Hotel Z,Aracaju (SE),1,208.04,208.04,11/19/2020
30723,292,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/10/2020
30729,292,Hotel BP,Brasilia (DF),3,247.62,742.86,01/21/2021
30730,292,Hotel BD,Natal (RN),3,242.88,728.64,01/28/2021
30734,292,Hotel K,Salvador (BH),1,263.41,263.41,02/25/2021
30735,292,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/04/2021
30740,292,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/08/2021
30745,293,Hotel K,Salvador (BH),2,263.41,526.82,10/24/2019
30747,293,Hotel K,Salvador (BH),4,263.41,1053.64,11/07/2019
30748,293,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
30752,293,Hotel K,Salvador (BH),3,263.41,790.23,12/12/2019
30754,293,Hotel K,Salvador (BH),2,263.41,526.82,12/26/2019
30758,293,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/23/2020
30761,293,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/13/2020
30764,293,Hotel AU,Recife (PE),2,312.83,625.66,03/05/2020
30776,293,Hotel BD,Natal (RN),1,242.88,242.88,05/28/2020
30783,293,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/16/2020
30784,293,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/23/2020
30785,293,Hotel AU,Recife (PE),2,312.83,625.66,07/30/2020
30788,293,Hotel Z,Aracaju (SE),4,208.04,832.16,08/20/2020
30789,293,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/27/2020
30791,293,Hotel AF,Sao Paulo (SP),1,139.1,139.1,09/10/2020
30793,293,Hotel BD,Natal (RN),1,242.88,242.88,09/24/2020
30796,293,Hotel K,Salvador (BH),1,263.41,263.41,10/15/2020
30799,293,Hotel BD,Natal (RN),2,242.88,485.76,11/05/2020
30801,293,Hotel BP,Brasilia (DF),2,247.62,495.24,11/19/2020
30802,293,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/26/2020
30803,293,Hotel BP,Brasilia (DF),1,247.62,247.62,12/03/2020
30804,293,Hotel A,Florianopolis (SC),1,313.02,313.02,12/10/2020
30805,293,Hotel A,Florianopolis (SC),3,313.02,939.06,12/17/2020
30809,293,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/14/2021
30817,293,Hotel AU,Recife (PE),3,312.83,938.49,03/11/2021
30821,294,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/17/2019
30827,294,Hotel AU,Recife (PE),2,312.83,625.66,11/28/2019
30832,294,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020
30833,294,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020
30844,294,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/26/2020
30847,294,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/16/2020
30853,294,Hotel BD,Natal (RN),1,242.88,242.88,05/28/2020
30854,294,Hotel AU,Recife (PE),1,312.83,312.83,06/04/2020
30859,294,Hotel BD,Natal (RN),4,242.88,971.52,07/09/2020
30862,294,Hotel BD,Natal (RN),2,242.88,485.76,07/30/2020
30865,294,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/20/2020
30872,294,Hotel K,Salvador (BH),1,263.41,263.41,10/08/2020
30875,294,Hotel A,Florianopolis (SC),1,313.02,313.02,10/29/2020
30878,294,Hotel BD,Natal (RN),3,242.88,728.64,11/19/2020
30888,294,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/28/2021
30893,294,Hotel AU,Recife (PE),3,312.83,938.49,03/04/2021
30894,294,Hotel Z,Aracaju (SE),4,208.04,832.16,03/11/2021
30896,294,Hotel BP,Brasilia (DF),1,247.62,247.62,03/25/2021
30898,294,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/08/2021
30902,295,Hotel Z,Aracaju (SE),3,208.04,624.12,09/26/2019
30903,295,Hotel BD,Natal (RN),4,242.88,971.52,10/03/2019
30906,295,Hotel Z,Aracaju (SE),4,208.04,832.16,10/24/2019
30907,295,Hotel A,Florianopolis (SC),1,313.02,313.02,10/31/2019
30912,295,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/05/2019
30917,295,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/09/2020
30919,295,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/23/2020
30921,295,Hotel BP,Brasilia (DF),4,247.62,990.48,02/06/2020
30923,295,Hotel AU,Recife (PE),2,312.83,625.66,02/20/2020
30929,295,Hotel BD,Natal (RN),4,242.88,971.52,04/02/2020
30930,295,Hotel Z,Aracaju (SE),3,208.04,624.12,04/09/2020
30932,295,Hotel K,Salvador (BH),4,263.41,1053.64,04/23/2020
30933,295,Hotel BD,Natal (RN),1,242.88,242.88,04/30/2020
30936,295,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/21/2020
30939,295,Hotel A,Florianopolis (SC),3,313.02,939.06,06/11/2020
30940,295,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/18/2020
30941,295,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/25/2020
30942,295,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/02/2020
30945,295,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/23/2020
30946,295,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/30/2020
30949,295,Hotel Z,Aracaju (SE),3,208.04,624.12,08/20/2020
30953,295,Hotel BP,Brasilia (DF),4,247.62,990.48,09/17/2020
30955,295,Hotel K,Salvador (BH),4,263.41,1053.64,10/01/2020
30956,295,Hotel AU,Recife (PE),1,312.83,312.83,10/08/2020
30969,296,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/17/2019
30970,296,Hotel K,Salvador (BH),4,263.41,1053.64,10/24/2019
30975,296,Hotel Z,Aracaju (SE),3,208.04,624.12,11/28/2019
30976,296,Hotel BD,Natal (RN),2,242.88,485.76,12/05/2019
30977,296,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/12/2019
30983,296,Hotel BD,Natal (RN),1,242.88,242.88,01/23/2020
30984,296,Hotel Z,Aracaju (SE),1,208.04,208.04,01/30/2020
30986,296,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/13/2020
30987,296,Hotel BD,Natal (RN),3,242.88,728.64,02/20/2020
30988,296,Hotel BP,Brasilia (DF),2,247.62,495.24,02/27/2020
30993,296,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/02/2020
30995,296,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/16/2020
30997,296,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/30/2020
30999,296,Hotel Z,Aracaju (SE),2,208.04,416.08,05/14/2020
31004,296,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/18/2020
31010,296,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/30/2020
31011,296,Hotel BD,Natal (RN),1,242.88,242.88,08/06/2020
31012,296,Hotel K,Salvador (BH),4,263.41,1053.64,08/13/2020
31013,296,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/20/2020
31014,296,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/27/2020
31016,296,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/10/2020
31017,296,Hotel Z,Aracaju (SE),3,208.04,624.12,09/17/2020
31019,296,Hotel Z,Aracaju (SE),4,208.04,832.16,10/01/2020
31023,296,Hotel K,Salvador (BH),1,263.41,263.41,10/29/2020
31032,296,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/31/2020
31035,296,Hotel A,Florianopolis (SC),3,313.02,939.06,01/21/2021
31038,296,Hotel BD,Natal (RN),3,242.88,728.64,02/11/2021
31042,296,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/11/2021
31060,296,Hotel A,Florianopolis (SC),3,313.02,939.06,07/15/2021
31067,296,Hotel K,Salvador (BH),3,263.41,790.23,09/02/2021
31072,296,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/07/2021
31073,296,Hotel AU,Recife (PE),2,312.83,625.66,10/14/2021
31076,296,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/04/2021
31078,296,Hotel A,Florianopolis (SC),1,313.02,313.02,11/18/2021
31079,296,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/25/2021
31082,296,Hotel A,Florianopolis (SC),1,313.02,313.02,12/16/2021
31083,296,Hotel K,Salvador (BH),3,263.41,790.23,12/23/2021
31084,296,Hotel BD,Natal (RN),1,242.88,242.88,12/30/2021
31089,296,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/03/2022
31090,296,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/10/2022
31093,296,Hotel K,Salvador (BH),4,263.41,1053.64,03/03/2022
31095,296,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/17/2022
31096,296,Hotel BD,Natal (RN),3,242.88,728.64,03/24/2022
31101,296,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/28/2022
31103,296,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/12/2022
31105,296,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/26/2022
31112,297,Hotel BP,Brasilia (DF),3,247.62,742.86,09/26/2019
31114,297,Hotel Z,Aracaju (SE),2,208.04,416.08,10/10/2019
31117,297,Hotel A,Florianopolis (SC),1,313.02,313.02,10/31/2019
31119,297,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/14/2019
31122,297,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/05/2019
31123,297,Hotel BP,Brasilia (DF),1,247.62,247.62,12/12/2019
31127,297,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/09/2020
31128,297,Hotel K,Salvador (BH),4,263.41,1053.64,01/16/2020
31130,297,Hotel K,Salvador (BH),3,263.41,790.23,01/30/2020
31136,297,Hotel BD,Natal (RN),4,242.88,971.52,03/12/2020
31137,297,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020
31139,297,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/02/2020
31141,297,Hotel AU,Recife (PE),2,312.83,625.66,04/16/2020
31143,297,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/30/2020
31145,297,Hotel K,Salvador (BH),2,263.41,526.82,05/14/2020
31149,297,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/11/2020
31155,297,Hotel BD,Natal (RN),3,242.88,728.64,07/23/2020
31159,297,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/20/2020
31165,297,Hotel A,Florianopolis (SC),2,313.02,626.04,10/01/2020
31170,297,Hotel A,Florianopolis (SC),3,313.02,939.06,11/05/2020
31173,297,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/26/2020
31179,297,Hotel K,Salvador (BH),3,263.41,790.23,01/07/2021
31180,297,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/14/2021
31187,297,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/04/2021
31188,297,Hotel BD,Natal (RN),4,242.88,971.52,03/11/2021
31193,297,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/15/2021
31195,297,Hotel Z,Aracaju (SE),2,208.04,416.08,04/29/2021
31196,297,Hotel BD,Natal (RN),1,242.88,242.88,05/06/2021
31197,297,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/13/2021
31199,297,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/27/2021
31207,299,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/26/2019
31208,299,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/03/2019
31209,299,Hotel BD,Natal (RN),3,242.88,728.64,10/10/2019
31210,299,Hotel BD,Natal (RN),2,242.88,485.76,10/17/2019
31216,299,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/28/2019
31217,299,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/05/2019
31223,299,Hotel BD,Natal (RN),3,242.88,728.64,01/16/2020
31225,299,Hotel BD,Natal (RN),3,242.88,728.64,01/30/2020
31226,299,Hotel K,Salvador (BH),4,263.41,1053.64,02/06/2020
31227,299,Hotel K,Salvador (BH),3,263.41,790.23,02/13/2020
31228,299,Hotel Z,Aracaju (SE),4,208.04,832.16,02/20/2020
31235,299,Hotel A,Florianopolis (SC),3,313.02,939.06,04/09/2020
31240,299,Hotel K,Salvador (BH),3,263.41,790.23,05/14/2020
31243,299,Hotel K,Salvador (BH),1,263.41,263.41,06/04/2020
31248,299,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/09/2020
31251,299,Hotel BD,Natal (RN),1,242.88,242.88,07/30/2020
31253,299,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020
31254,299,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/20/2020
31255,299,Hotel A,Florianopolis (SC),2,313.02,626.04,08/27/2020
31258,299,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/17/2020
31259,299,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/24/2020
31264,300,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/10/2019
31268,300,Hotel A,Florianopolis (SC),3,313.02,939.06,11/07/2019
31269,300,Hotel A,Florianopolis (SC),3,313.02,939.06,11/14/2019
31270,300,Hotel A,Florianopolis (SC),1,313.02,313.02,11/21/2019
31273,300,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019
31276,300,Hotel K,Salvador (BH),1,263.41,263.41,01/02/2020
31281,300,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/06/2020
31283,300,Hotel BD,Natal (RN),4,242.88,971.52,02/20/2020
31289,300,Hotel BD,Natal (RN),1,242.88,242.88,04/02/2020
31293,300,Hotel Z,Aracaju (SE),1,208.04,208.04,04/30/2020
31299,300,Hotel K,Salvador (BH),3,263.41,790.23,06/11/2020
31300,300,Hotel BD,Natal (RN),4,242.88,971.52,06/18/2020
31311,300,Hotel A,Florianopolis (SC),1,313.02,313.02,09/03/2020
31313,300,Hotel A,Florianopolis (SC),1,313.02,313.02,09/17/2020
31320,300,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/05/2020
31323,300,Hotel BD,Natal (RN),2,242.88,485.76,11/26/2020
31327,300,Hotel AU,Recife (PE),4,312.83,1251.32,12/24/2020
31331,300,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/21/2021
31335,300,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/18/2021
31336,300,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/25/2021
31340,300,Hotel BD,Natal (RN),2,242.88,485.76,03/25/2021
31345,300,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/29/2021
31346,300,Hotel AU,Recife (PE),1,312.83,312.83,05/06/2021
31347,300,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/13/2021
31351,300,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/10/2021
31357,300,Hotel AU,Recife (PE),1,312.83,312.83,07/22/2021
31360,300,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/12/2021
31362,300,Hotel A,Florianopolis (SC),1,313.02,313.02,08/26/2021
31363,300,Hotel A,Florianopolis (SC),2,313.02,626.04,09/02/2021
31366,300,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/23/2021
31367,300,Hotel BD,Natal (RN),3,242.88,728.64,09/30/2021
31371,300,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/28/2021
31375,300,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/25/2021
31378,300,Hotel K,Salvador (BH),4,263.41,1053.64,12/16/2021
31381,300,Hotel BP,Brasilia (DF),1,247.62,247.62,01/06/2022
31382,300,Hotel AU,Recife (PE),4,312.83,1251.32,01/13/2022
31383,300,Hotel BD,Natal (RN),1,242.88,242.88,01/20/2022
31385,300,Hotel BD,Natal (RN),2,242.88,485.76,02/03/2022
31386,300,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/10/2022
31392,300,Hotel AU,Recife (PE),1,312.83,312.83,03/24/2022
31394,300,Hotel K,Salvador (BH),1,263.41,263.41,04/07/2022
31399,300,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/12/2022
31401,300,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/26/2022
31403,300,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/09/2022
31405,300,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/23/2022
31407,300,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/07/2022
31408,300,Hotel K,Salvador (BH),3,263.41,790.23,07/14/2022
31411,300,Hotel BP,Brasilia (DF),3,247.62,742.86,08/04/2022
